
Predictions were generated on 05-Aug-2022 at 10:59:13 using OpenFAST, compiled as a 64-bit application using double precision at commit v3.2.1-122-gc1599127-dirty
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn

Description from the FAST input file: Fixed MHK turbine, based on the RM1 tidal current turbine

Time	TwN1Fbx	TwN3Fby	TwN4Fbz	TwN6Mbx	TwN5Mby	TwN2Mbz	B2N4Fbn	B1N7Fbt	B2N8Fbs	B1N2Mbn	B2N3Mbt	B1N6Mbs	B1FldFz	B2FldMx	HbFbx	HbFby	HbFbz	HbMbx	HbMby	HbMbz	NcFbx	NcFby	NcFbz	NcMbx	NcMby	NcMbz	RtFldFxh	RtFldFyh	RtFldFzg	RtFldMxh	RtFldMyg	RtFldMzh	B1N3SigCr	B2N5SigCr	B1N2SgCav	B2N6SgCav
    6.8400	-1.057E+02	 2.750E+02	-1.239E+04	 3.812E+00	 1.282E+02	 1.221E-03	-5.501E+02	 9.128E+02	-5.411E+03	 1.705E+01	 1.234E+01	 2.481E-03	-1.258E+05	 1.240E+05	-1.847E+04	 5.430E+04	-3.798E+04	 1.019E+01	 9.809E+03	 1.207E+04	-1.064E+05	 3.764E+02	-1.431E+06	 3.702E+02	-1.468E+05	 1.332E+03	 2.434E+05	 3.743E+04	-9.491E+03	 1.812E+05	-8.660E+04	 2.668E+03	 3.013E+01	 1.121E+01	 2.237E+00	 1.274E+00
    6.8700	-1.027E+02	 2.807E+02	-1.239E+04	 3.881E+00	 1.285E+02	 1.235E-03	-5.631E+02	 8.844E+02	-5.321E+03	 1.649E+01	 1.283E+01	 2.361E-03	-1.269E+05	 1.219E+05	-1.850E+04	 5.266E+04	-3.965E+04	 1.024E+01	 1.024E+04	 1.170E+04	-1.067E+05	 4.203E+02	-1.431E+06	 3.769E+02	-1.468E+05	 1.353E+03	 2.447E+05	 3.601E+04	-9.525E+03	 1.824E+05	-9.666E+04	 2.608E+03	 3.017E+01	 1.107E+01	 2.245E+00	 1.272E+00
    6.9000	-9.981E+01	 2.862E+02	-1.239E+04	 3.949E+00	 1.288E+02	 1.247E-03	-5.763E+02	 8.547E+02	-5.234E+03	 1.591E+01	 1.333E+01	 2.239E-03	-1.279E+05	 1.198E+05	-1.853E+04	 5.095E+04	-4.126E+04	 1.029E+01	 1.066E+04	 1.132E+04	-1.071E+05	 4.650E+02	-1.431E+06	 3.835E+02	-1.467E+05	 1.372E+03	 2.461E+05	 3.456E+04	-9.521E+03	 1.835E+05	-1.067E+05	 2.544E+03	 3.020E+01	 1.093E+01	 2.253E+00	 1.269E+00
    6.9300	-9.696E+01	 2.916E+02	-1.239E+04	 4.015E+00	 1.291E+02	 1.259E-03	-5.899E+02	 8.238E+02	-5.150E+03	 1.530E+01	 1.385E+01	 2.115E-03	-1.289E+05	 1.176E+05	-1.856E+04	 4.917E+04	-4.282E+04	 1.034E+01	 1.106E+04	 1.093E+04	-1.074E+05	 5.104E+02	-1.432E+06	 3.899E+02	-1.467E+05	 1.391E+03	 2.474E+05	 3.308E+04	-9.482E+03	 1.846E+05	-1.166E+05	 2.477E+03	 3.023E+01	 1.079E+01	 2.260E+00	 1.266E+00
    6.9600	-9.422E+01	 2.968E+02	-1.239E+04	 4.080E+00	 1.294E+02	 1.270E-03	-6.038E+02	 7.917E+02	-5.069E+03	 1.467E+01	 1.438E+01	 1.990E-03	-1.299E+05	 1.154E+05	-1.859E+04	 4.732E+04	-4.433E+04	 1.040E+01	 1.145E+04	 1.051E+04	-1.077E+05	 5.563E+02	-1.432E+06	 3.961E+02	-1.466E+05	 1.410E+03	 2.487E+05	 3.157E+04	-9.410E+03	 1.856E+05	-1.263E+05	 2.406E+03	 3.025E+01	 1.064E+01	 2.268E+00	 1.263E+00
    6.9900	-9.160E+01	 3.020E+02	-1.239E+04	 4.142E+00	 1.296E+02	 1.280E-03	-6.180E+02	 7.584E+02	-4.991E+03	 1.401E+01	 1.493E+01	 1.866E-03	-1.308E+05	 1.132E+05	-1.862E+04	 4.540E+04	-4.579E+04	 1.047E+01	 1.183E+04	 1.009E+04	-1.080E+05	 6.023E+02	-1.432E+06	 4.022E+02	-1.466E+05	 1.427E+03	 2.500E+05	 3.004E+04	-9.307E+03	 1.865E+05	-1.356E+05	 2.331E+03	 3.028E+01	 1.050E+01	 2.275E+00	 1.260E+00
    7.0200	-8.912E+01	 3.070E+02	-1.239E+04	 4.202E+00	 1.299E+02	 1.289E-03	-6.325E+02	 7.240E+02	-4.916E+03	 1.333E+01	 1.549E+01	 1.742E-03	-1.318E+05	 1.109E+05	-1.865E+04	 4.341E+04	-4.718E+04	 1.053E+01	 1.219E+04	 9.647E+03	-1.083E+05	 6.485E+02	-1.432E+06	 4.080E+02	-1.465E+05	 1.444E+03	 2.513E+05	 2.848E+04	-9.178E+03	 1.874E+05	-1.446E+05	 2.253E+03	 3.031E+01	 1.035E+01	 2.282E+00	 1.257E+00
    7.0500	-8.681E+01	 3.118E+02	-1.239E+04	 4.260E+00	 1.301E+02	 1.297E-03	-6.472E+02	 6.885E+02	-4.844E+03	 1.263E+01	 1.607E+01	 1.620E-03	-1.326E+05	 1.086E+05	-1.868E+04	 4.136E+04	-4.852E+04	 1.060E+01	 1.253E+04	 9.192E+03	-1.086E+05	 6.945E+02	-1.432E+06	 4.136E+02	-1.465E+05	 1.460E+03	 2.525E+05	 2.690E+04	-9.025E+03	 1.882E+05	-1.532E+05	 2.170E+03	 3.034E+01	 1.021E+01	 2.289E+00	 1.255E+00
    7.0800	-8.468E+01	 3.165E+02	-1.239E+04	 4.315E+00	 1.304E+02	 1.305E-03	-6.623E+02	 6.520E+02	-4.775E+03	 1.191E+01	 1.666E+01	 1.500E-03	-1.335E+05	 1.062E+05	-1.871E+04	 3.925E+04	-4.980E+04	 1.067E+01	 1.286E+04	 8.723E+03	-1.089E+05	 7.402E+02	-1.432E+06	 4.190E+02	-1.464E+05	 1.475E+03	 2.537E+05	 2.530E+04	-8.850E+03	 1.889E+05	-1.611E+05	 2.083E+03	 3.038E+01	 1.007E+01	 2.297E+00	 1.252E+00
    7.1100	-8.276E+01	 3.210E+02	-1.239E+04	 4.368E+00	 1.306E+02	 1.311E-03	-6.775E+02	 6.144E+02	-4.710E+03	 1.117E+01	 1.727E+01	 1.383E-03	-1.343E+05	 1.038E+05	-1.874E+04	 3.708E+04	-5.101E+04	 1.074E+01	 1.317E+04	 8.241E+03	-1.092E+05	 7.854E+02	-1.432E+06	 4.242E+02	-1.464E+05	 1.489E+03	 2.548E+05	 2.368E+04	-8.662E+03	 1.896E+05	-1.684E+05	 1.992E+03	 3.044E+01	 9.937E+00	 2.305E+00	 1.250E+00
    7.1400	-8.106E+01	 3.253E+02	-1.239E+04	 4.419E+00	 1.309E+02	 1.317E-03	-6.930E+02	 5.759E+02	-4.649E+03	 1.041E+01	 1.788E+01	 1.270E-03	-1.350E+05	 1.014E+05	-1.877E+04	 3.486E+04	-5.215E+04	 1.081E+01	 1.347E+04	 7.746E+03	-1.095E+05	 8.300E+02	-1.433E+06	 4.291E+02	-1.463E+05	 1.503E+03	 2.558E+05	 2.203E+04	-8.461E+03	 1.902E+05	-1.749E+05	 1.896E+03	 3.050E+01	 9.806E+00	 2.313E+00	 1.247E+00
    7.1700	-7.960E+01	 3.294E+02	-1.239E+04	 4.468E+00	 1.311E+02	 1.322E-03	-7.087E+02	 5.364E+02	-4.591E+03	 9.635E+00	 1.851E+01	 1.160E-03	-1.357E+05	 9.899E+04	-1.880E+04	 3.258E+04	-5.322E+04	 1.088E+01	 1.375E+04	 7.239E+03	-1.098E+05	 8.739E+02	-1.433E+06	 4.338E+02	-1.463E+05	 1.516E+03	 2.568E+05	 2.036E+04	-8.260E+03	 1.907E+05	-1.807E+05	 1.796E+03	 3.058E+01	 9.681E+00	 2.322E+00	 1.245E+00
    7.2000	-7.840E+01	 3.334E+02	-1.239E+04	 4.514E+00	 1.313E+02	 1.326E-03	-7.245E+02	 4.961E+02	-4.537E+03	 8.840E+00	 1.915E+01	 1.055E-03	-1.363E+05	 9.653E+04	-1.882E+04	 3.025E+04	-5.423E+04	 1.095E+01	 1.401E+04	 6.722E+03	-1.100E+05	 9.169E+02	-1.433E+06	 4.383E+02	-1.463E+05	 1.528E+03	 2.576E+05	 1.867E+04	-8.059E+03	 1.912E+05	-1.856E+05	 1.691E+03	 3.068E+01	 9.562E+00	 2.330E+00	 1.243E+00
    7.2300	-7.747E+01	 3.371E+02	-1.239E+04	 4.558E+00	 1.315E+02	 1.330E-03	-7.406E+02	 4.550E+02	-4.488E+03	 8.029E+00	 1.979E+01	 9.541E-04	-1.369E+05	 9.405E+04	-1.885E+04	 2.787E+04	-5.516E+04	 1.101E+01	 1.425E+04	 6.193E+03	-1.103E+05	 9.589E+02	-1.433E+06	 4.426E+02	-1.462E+05	 1.539E+03	 2.584E+05	 1.697E+04	-7.868E+03	 1.916E+05	-1.895E+05	 1.582E+03	 3.079E+01	 9.449E+00	 2.339E+00	 1.241E+00
    7.2600	-7.681E+01	 3.407E+02	-1.239E+04	 4.599E+00	 1.318E+02	 1.333E-03	-7.567E+02	 4.131E+02	-4.442E+03	 7.202E+00	 2.045E+01	 8.581E-04	-1.374E+05	 9.156E+04	-1.888E+04	 2.545E+04	-5.601E+04	 1.107E+01	 1.447E+04	 5.655E+03	-1.105E+05	 9.997E+02	-1.433E+06	 4.466E+02	-1.462E+05	 1.550E+03	 2.592E+05	 1.524E+04	-7.693E+03	 1.919E+05	-1.924E+05	 1.468E+03	 3.092E+01	 9.342E+00	 2.349E+00	 1.240E+00
    7.2900	-7.643E+01	 3.441E+02	-1.238E+04	 4.638E+00	 1.320E+02	 1.335E-03	-7.730E+02	 3.706E+02	-4.400E+03	 6.362E+00	 2.112E+01	 7.664E-04	-1.379E+05	 8.905E+04	-1.890E+04	 2.299E+04	-5.679E+04	 1.112E+01	 1.467E+04	 5.108E+03	-1.107E+05	 1.039E+03	-1.433E+06	 4.504E+02	-1.461E+05	 1.560E+03	 2.598E+05	 1.349E+04	-7.541E+03	 1.923E+05	-1.943E+05	 1.348E+03	 3.108E+01	 9.242E+00	 2.360E+00	 1.238E+00
    7.3200	-7.635E+01	 3.474E+02	-1.238E+04	 4.675E+00	 1.322E+02	 1.337E-03	-7.894E+02	 3.274E+02	-4.363E+03	 5.509E+00	 2.179E+01	 6.787E-04	-1.383E+05	 8.654E+04	-1.893E+04	 2.049E+04	-5.749E+04	 1.117E+01	 1.485E+04	 4.553E+03	-1.109E+05	 1.078E+03	-1.433E+06	 4.540E+02	-1.461E+05	 1.569E+03	 2.604E+05	 1.172E+04	-7.423E+03	 1.926E+05	-1.951E+05	 1.224E+03	 3.125E+01	 9.149E+00	 2.371E+00	 1.237E+00
    7.3500	-7.656E+01	 3.504E+02	-1.238E+04	 4.710E+00	 1.324E+02	 1.338E-03	-8.059E+02	 2.837E+02	-4.330E+03	 4.645E+00	 2.247E+01	 5.940E-04	-1.386E+05	 8.403E+04	-1.896E+04	 1.795E+04	-5.810E+04	 1.120E+01	 1.501E+04	 3.990E+03	-1.111E+05	 1.115E+03	-1.434E+06	 4.574E+02	-1.461E+05	 1.578E+03	 2.609E+05	 9.926E+03	-7.344E+03	 1.929E+05	-1.948E+05	 1.095E+03	 3.145E+01	 9.063E+00	 2.384E+00	 1.236E+00
    7.3800	-7.705E+01	 3.534E+02	-1.238E+04	 4.743E+00	 1.326E+02	 1.339E-03	-8.223E+02	 2.394E+02	-4.302E+03	 3.771E+00	 2.315E+01	 5.116E-04	-1.389E+05	 8.151E+04	-1.898E+04	 1.539E+04	-5.864E+04	 1.123E+01	 1.515E+04	 3.421E+03	-1.113E+05	 1.150E+03	-1.434E+06	 4.606E+02	-1.460E+05	 1.586E+03	 2.614E+05	 8.111E+03	-7.308E+03	 1.933E+05	-1.935E+05	 9.616E+02	 3.167E+01	 8.983E+00	 2.398E+00	 1.235E+00
    7.4100	-7.782E+01	 3.561E+02	-1.238E+04	 4.774E+00	 1.327E+02	 1.339E-03	-8.388E+02	 1.948E+02	-4.278E+03	 2.889E+00	 2.384E+01	 4.301E-04	-1.391E+05	 7.901E+04	-1.901E+04	 1.281E+04	-5.909E+04	 1.124E+01	 1.526E+04	 2.847E+03	-1.115E+05	 1.184E+03	-1.434E+06	 4.636E+02	-1.460E+05	 1.594E+03	 2.618E+05	 6.275E+03	-7.320E+03	 1.937E+05	-1.912E+05	 8.234E+02	 3.191E+01	 8.910E+00	 2.412E+00	 1.234E+00
    7.4400	-7.887E+01	 3.587E+02	-1.238E+04	 4.804E+00	 1.329E+02	 1.339E-03	-8.553E+02	 1.498E+02	-4.258E+03	 1.999E+00	 2.453E+01	 3.486E-04	-1.392E+05	 7.651E+04	-1.903E+04	 1.020E+04	-5.946E+04	 1.125E+01	 1.536E+04	 2.267E+03	-1.116E+05	 1.217E+03	-1.434E+06	 4.664E+02	-1.460E+05	 1.601E+03	 2.622E+05	 4.419E+03	-7.380E+03	 1.942E+05	-1.880E+05	 6.809E+02	 3.217E+01	 8.844E+00	 2.431E+00	 1.234E+00
    7.4700	-8.018E+01	 3.611E+02	-1.238E+04	 4.831E+00	 1.331E+02	 1.339E-03	-8.717E+02	 1.045E+02	-4.243E+03	 1.104E+00	 2.522E+01	 2.657E-04	-1.393E+05	 7.403E+04	-1.906E+04	 7.579E+03	-5.975E+04	 1.124E+01	 1.543E+04	 1.685E+03	-1.118E+05	 1.247E+03	-1.434E+06	 4.691E+02	-1.459E+05	 1.608E+03	 2.626E+05	 2.546E+03	-7.490E+03	 1.947E+05	-1.839E+05	 5.348E+02	 3.244E+01	 8.783E+00	 2.453E+00	 1.233E+00
    7.5000	-8.172E+01	 3.635E+02	-1.238E+04	 4.858E+00	 1.333E+02	 1.338E-03	-8.881E+02	 5.908E+01	-4.233E+03	 2.048E-01	 2.591E+01	 1.806E-04	-1.393E+05	 7.157E+04	-1.909E+04	 4.943E+03	-5.994E+04	 1.123E+01	 1.548E+04	 1.099E+03	-1.119E+05	 1.276E+03	-1.434E+06	 4.717E+02	-1.459E+05	 1.614E+03	 2.629E+05	 6.574E+02	-7.648E+03	 1.953E+05	-1.791E+05	 3.860E+02	 3.274E+01	 8.728E+00	 2.476E+00	 1.233E+00
    7.5300	-8.347E+01	 3.656E+02	-1.238E+04	 4.882E+00	 1.334E+02	 1.338E-03	-9.044E+02	 1.348E+01	-4.228E+03	-6.973E-01	 2.660E+01	 9.267E-05	-1.393E+05	 6.914E+04	-1.911E+04	 2.299E+03	-6.006E+04	 1.121E+01	 1.551E+04	 5.115E+02	-1.121E+05	 1.303E+03	-1.434E+06	 4.741E+02	-1.458E+05	 1.620E+03	 2.633E+05	-1.240E+03	-7.850E+03	 1.960E+05	-1.738E+05	 2.351E+02	 3.304E+01	 8.678E+00	 2.500E+00	 1.233E+00
    7.5600	-8.537E+01	 3.677E+02	-1.238E+04	 4.906E+00	 1.336E+02	 1.338E-03	-9.206E+02	-3.225E+01	-4.227E+03	-1.601E+00	 2.729E+01	-2.585E-05	-1.392E+05	 6.673E+04	-1.914E+04	-3.484E+02	-6.008E+04	 1.119E+01	 1.552E+04	-7.685E+01	-1.122E+05	 1.327E+03	-1.434E+06	 4.764E+02	-1.458E+05	 1.626E+03	 2.637E+05	-3.146E+03	-8.095E+03	 1.967E+05	-1.681E+05	 8.309E+01	 3.336E+01	 8.633E+00	 2.525E+00	 1.233E+00
    7.5900	-8.736E+01	 3.697E+02	-1.238E+04	 4.929E+00	 1.338E+02	 1.338E-03	-9.366E+02	-7.791E+01	-4.231E+03	-2.504E+00	 2.798E+01	-1.187E-04	-1.391E+05	 6.436E+04	-1.916E+04	-2.996E+03	-6.002E+04	 1.118E+01	 1.550E+04	-6.652E+02	-1.123E+05	 1.349E+03	-1.434E+06	 4.786E+02	-1.458E+05	 1.632E+03	 2.642E+05	-5.058E+03	-8.382E+03	 1.976E+05	-1.622E+05	-6.902E+01	 3.368E+01	 8.592E+00	 2.551E+00	 1.233E+00
    7.6200	-8.937E+01	 3.715E+02	-1.238E+04	 4.950E+00	 1.339E+02	 1.338E-03	-9.525E+02	-1.235E+02	-4.239E+03	-3.407E+00	 2.867E+01	-2.133E-04	-1.389E+05	 6.201E+04	-1.919E+04	-5.640E+03	-5.987E+04	 1.117E+01	 1.546E+04	-1.253E+03	-1.125E+05	 1.370E+03	-1.435E+06	 4.807E+02	-1.457E+05	 1.637E+03	 2.647E+05	-6.973E+03	-8.708E+03	 1.986E+05	-1.564E+05	-2.208E+02	 3.401E+01	 8.555E+00	 2.585E+00	 1.234E+00
    7.6500	-9.131E+01	 3.732E+02	-1.238E+04	 4.970E+00	 1.341E+02	 1.339E-03	-9.682E+02	-1.689E+02	-4.252E+03	-4.306E+00	 2.935E+01	-3.084E-04	-1.387E+05	 5.970E+04	-1.921E+04	-8.276E+03	-5.964E+04	 1.116E+01	 1.540E+04	-1.838E+03	-1.126E+05	 1.388E+03	-1.435E+06	 4.826E+02	-1.457E+05	 1.643E+03	 2.654E+05	-8.895E+03	-9.071E+03	 1.998E+05	-1.509E+05	-3.717E+02	 3.433E+01	 8.521E+00	 2.620E+00	 1.234E+00
    7.6800	-9.310E+01	 3.749E+02	-1.238E+04	 4.990E+00	 1.342E+02	 1.341E-03	-9.837E+02	-2.141E+02	-4.270E+03	-5.201E+00	 3.002E+01	-4.028E-04	-1.386E+05	 5.742E+04	-1.923E+04	-1.090E+04	-5.932E+04	 1.117E+01	 1.532E+04	-2.422E+03	-1.127E+05	 1.404E+03	-1.435E+06	 4.845E+02	-1.457E+05	 1.648E+03	 2.661E+05	-1.083E+04	-9.470E+03	 2.010E+05	-1.458E+05	-5.217E+02	 3.465E+01	 8.490E+00	 2.654E+00	 1.235E+00
    7.7100	-9.468E+01	 3.764E+02	-1.238E+04	 5.008E+00	 1.344E+02	 1.343E-03	-9.990E+02	-2.591E+02	-4.292E+03	-6.092E+00	 3.069E+01	-4.950E-04	-1.384E+05	 5.516E+04	-1.925E+04	-1.351E+04	-5.892E+04	 1.118E+01	 1.522E+04	-3.001E+03	-1.128E+05	 1.418E+03	-1.435E+06	 4.863E+02	-1.456E+05	 1.653E+03	 2.670E+05	-1.277E+04	-9.902E+03	 2.024E+05	-1.414E+05	-6.708E+02	 3.496E+01	 8.461E+00	 2.689E+00	 1.235E+00
    7.7400	-9.599E+01	 3.778E+02	-1.238E+04	 5.025E+00	 1.345E+02	 1.345E-03	-1.014E+03	-3.037E+02	-4.319E+03	-6.975E+00	 3.135E+01	-5.837E-04	-1.382E+05	 5.290E+04	-1.928E+04	-1.610E+04	-5.843E+04	 1.120E+01	 1.509E+04	-3.577E+03	-1.130E+05	 1.431E+03	-1.435E+06	 4.880E+02	-1.456E+05	 1.658E+03	 2.680E+05	-1.473E+04	-1.036E+04	 2.039E+05	-1.376E+05	-8.191E+02	 3.526E+01	 8.434E+00	 2.723E+00	 1.236E+00
    7.7700	-9.702E+01	 3.791E+02	-1.238E+04	 5.041E+00	 1.347E+02	 1.347E-03	-1.029E+03	-3.480E+02	-4.351E+03	-7.851E+00	 3.200E+01	-6.676E-04	-1.379E+05	 5.065E+04	-1.930E+04	-1.867E+04	-5.785E+04	 1.123E+01	 1.494E+04	-4.147E+03	-1.131E+05	 1.444E+03	-1.435E+06	 4.895E+02	-1.456E+05	 1.662E+03	 2.692E+05	-1.669E+04	-1.084E+04	 2.055E+05	-1.346E+05	-9.667E+02	 3.553E+01	 8.408E+00	 2.760E+00	 1.236E+00
    7.8000	-9.779E+01	 3.802E+02	-1.238E+04	 5.055E+00	 1.348E+02	 1.349E-03	-1.043E+03	-3.917E+02	-4.387E+03	-8.718E+00	 3.265E+01	-7.458E-04	-1.377E+05	 4.839E+04	-1.932E+04	-2.121E+04	-5.720E+04	 1.127E+01	 1.477E+04	-4.712E+03	-1.133E+05	 1.455E+03	-1.435E+06	 4.908E+02	-1.455E+05	 1.666E+03	 2.704E+05	-1.868E+04	-1.133E+04	 2.072E+05	-1.323E+05	-1.114E+03	 3.578E+01	 8.384E+00	 2.794E+00	 1.236E+00
    7.8300	-9.835E+01	 3.813E+02	-1.238E+04	 5.067E+00	 1.350E+02	 1.350E-03	-1.057E+03	-4.350E+02	-4.428E+03	-9.575E+00	 3.328E+01	-8.176E-04	-1.374E+05	 4.611E+04	-1.934E+04	-2.372E+04	-5.645E+04	 1.131E+01	 1.458E+04	-5.270E+03	-1.134E+05	 1.467E+03	-1.435E+06	 4.920E+02	-1.455E+05	 1.669E+03	 2.717E+05	-2.067E+04	-1.183E+04	 2.089E+05	-1.306E+05	-1.261E+03	 3.601E+01	 8.361E+00	 2.828E+00	 1.236E+00
    7.8600	-9.876E+01	 3.822E+02	-1.238E+04	 5.077E+00	 1.351E+02	 1.352E-03	-1.071E+03	-4.777E+02	-4.473E+03	-1.042E+01	 3.390E+01	-8.824E-04	-1.372E+05	 4.381E+04	-1.936E+04	-2.620E+04	-5.563E+04	 1.136E+01	 1.437E+04	-5.821E+03	-1.136E+05	 1.478E+03	-1.435E+06	 4.930E+02	-1.455E+05	 1.672E+03	 2.731E+05	-2.267E+04	-1.232E+04	 2.107E+05	-1.296E+05	-1.407E+03	 3.620E+01	 8.340E+00	 2.859E+00	 1.236E+00
    7.8900	-9.908E+01	 3.830E+02	-1.238E+04	 5.086E+00	 1.353E+02	 1.353E-03	-1.084E+03	-5.198E+02	-4.522E+03	-1.125E+01	 3.451E+01	-9.401E-04	-1.369E+05	 4.149E+04	-1.938E+04	-2.864E+04	-5.472E+04	 1.141E+01	 1.413E+04	-6.364E+03	-1.137E+05	 1.488E+03	-1.435E+06	 4.939E+02	-1.455E+05	 1.674E+03	 2.744E+05	-2.466E+04	-1.281E+04	 2.123E+05	-1.288E+05	-1.552E+03	 3.637E+01	 8.320E+00	 2.889E+00	 1.236E+00
    7.9200	-9.939E+01	 3.836E+02	-1.238E+04	 5.094E+00	 1.354E+02	 1.353E-03	-1.097E+03	-5.612E+02	-4.576E+03	-1.207E+01	 3.511E+01	-9.908E-04	-1.365E+05	 3.916E+04	-1.940E+04	-3.105E+04	-5.374E+04	 1.147E+01	 1.388E+04	-6.898E+03	-1.139E+05	 1.498E+03	-1.436E+06	 4.946E+02	-1.454E+05	 1.675E+03	 2.757E+05	-2.664E+04	-1.327E+04	 2.139E+05	-1.283E+05	-1.696E+03	 3.651E+01	 8.303E+00	 2.919E+00	 1.236E+00
    7.9500	-9.973E+01	 3.842E+02	-1.238E+04	 5.099E+00	 1.356E+02	 1.353E-03	-1.110E+03	-6.018E+02	-4.634E+03	-1.288E+01	 3.570E+01	-1.035E-03	-1.362E+05	 3.681E+04	-1.942E+04	-3.341E+04	-5.267E+04	 1.153E+01	 1.360E+04	-7.423E+03	-1.140E+05	 1.508E+03	-1.436E+06	 4.951E+02	-1.454E+05	 1.676E+03	 2.770E+05	-2.859E+04	-1.373E+04	 2.154E+05	-1.279E+05	-1.838E+03	 3.662E+01	 8.288E+00	 2.947E+00	 1.235E+00
    7.9800	-1.001E+02	 3.846E+02	-1.238E+04	 5.104E+00	 1.357E+02	 1.353E-03	-1.122E+03	-6.416E+02	-4.697E+03	-1.367E+01	 3.627E+01	-1.073E-03	-1.358E+05	 3.446E+04	-1.944E+04	-3.572E+04	-5.153E+04	 1.159E+01	 1.331E+04	-7.937E+03	-1.142E+05	 1.516E+03	-1.436E+06	 4.956E+02	-1.454E+05	 1.677E+03	 2.782E+05	-3.052E+04	-1.417E+04	 2.168E+05	-1.274E+05	-1.979E+03	 3.671E+01	 8.277E+00	 2.973E+00	 1.234E+00
    8.0100	-1.007E+02	 3.849E+02	-1.238E+04	 5.107E+00	 1.359E+02	 1.353E-03	-1.134E+03	-6.805E+02	-4.763E+03	-1.444E+01	 3.683E+01	-1.106E-03	-1.353E+05	 3.212E+04	-1.947E+04	-3.798E+04	-5.031E+04	 1.165E+01	 1.299E+04	-8.440E+03	-1.143E+05	 1.523E+03	-1.436E+06	 4.959E+02	-1.453E+05	 1.677E+03	 2.792E+05	-3.240E+04	-1.459E+04	 2.181E+05	-1.266E+05	-2.117E+03	 3.678E+01	 8.269E+00	 2.997E+00	 1.233E+00
    8.0400	-1.013E+02	 3.851E+02	-1.238E+04	 5.108E+00	 1.361E+02	 1.353E-03	-1.145E+03	-7.185E+02	-4.833E+03	-1.520E+01	 3.737E+01	-1.134E-03	-1.348E+05	 2.981E+04	-1.949E+04	-4.019E+04	-4.901E+04	 1.170E+01	 1.266E+04	-8.930E+03	-1.145E+05	 1.528E+03	-1.436E+06	 4.960E+02	-1.453E+05	 1.677E+03	 2.802E+05	-3.424E+04	-1.499E+04	 2.192E+05	-1.255E+05	-2.252E+03	 3.683E+01	 8.265E+00	 3.020E+00	 1.232E+00
    8.0700	-1.021E+02	 3.852E+02	-1.238E+04	 5.109E+00	 1.362E+02	 1.354E-03	-1.156E+03	-7.555E+02	-4.908E+03	-1.593E+01	 3.789E+01	-1.159E-03	-1.343E+05	 2.753E+04	-1.951E+04	-4.234E+04	-4.764E+04	 1.176E+01	 1.231E+04	-9.409E+03	-1.146E+05	 1.532E+03	-1.436E+06	 4.961E+02	-1.453E+05	 1.677E+03	 2.810E+05	-3.603E+04	-1.538E+04	 2.202E+05	-1.240E+05	-2.385E+03	 3.687E+01	 8.267E+00	 3.040E+00	 1.232E+00
    8.1000	-1.030E+02	 3.853E+02	-1.238E+04	 5.109E+00	 1.364E+02	 1.354E-03	-1.166E+03	-7.914E+02	-4.986E+03	-1.664E+01	 3.840E+01	-1.183E-03	-1.337E+05	 2.530E+04	-1.953E+04	-4.444E+04	-4.620E+04	 1.182E+01	 1.193E+04	-9.873E+03	-1.148E+05	 1.534E+03	-1.436E+06	 4.961E+02	-1.452E+05	 1.677E+03	 2.818E+05	-3.775E+04	-1.577E+04	 2.210E+05	-1.220E+05	-2.513E+03	 3.691E+01	 8.273E+00	 3.059E+00	 1.231E+00
    8.1300	-1.041E+02	 3.852E+02	-1.238E+04	 5.109E+00	 1.366E+02	 1.355E-03	-1.176E+03	-8.262E+02	-5.068E+03	-1.734E+01	 3.889E+01	-1.205E-03	-1.331E+05	 2.313E+04	-1.956E+04	-4.646E+04	-4.470E+04	 1.187E+01	 1.154E+04	-1.032E+04	-1.149E+05	 1.534E+03	-1.436E+06	 4.961E+02	-1.452E+05	 1.677E+03	 2.823E+05	-3.940E+04	-1.614E+04	 2.217E+05	-1.194E+05	-2.638E+03	 3.693E+01	 8.284E+00	 3.077E+00	 1.230E+00
    8.1600	-1.054E+02	 3.851E+02	-1.238E+04	 5.108E+00	 1.367E+02	 1.357E-03	-1.185E+03	-8.598E+02	-5.153E+03	-1.800E+01	 3.936E+01	-1.228E-03	-1.324E+05	 2.105E+04	-1.958E+04	-4.842E+04	-4.312E+04	 1.192E+01	 1.114E+04	-1.076E+04	-1.151E+05	 1.531E+03	-1.436E+06	 4.960E+02	-1.452E+05	 1.676E+03	 2.828E+05	-4.098E+04	-1.652E+04	 2.223E+05	-1.162E+05	-2.759E+03	 3.696E+01	 8.302E+00	 3.094E+00	 1.229E+00
    8.1900	-1.068E+02	 3.849E+02	-1.238E+04	 5.106E+00	 1.369E+02	 1.359E-03	-1.194E+03	-8.922E+02	-5.242E+03	-1.865E+01	 3.981E+01	-1.253E-03	-1.316E+05	 1.905E+04	-1.961E+04	-5.031E+04	-4.148E+04	 1.196E+01	 1.071E+04	-1.118E+04	-1.152E+05	 1.527E+03	-1.437E+06	 4.958E+02	-1.451E+05	 1.676E+03	 2.831E+05	-4.249E+04	-1.690E+04	 2.228E+05	-1.125E+05	-2.874E+03	 3.699E+01	 8.326E+00	 3.110E+00	 1.229E+00
